"web_scraper_order","web_scraper_start_url","title","lieu","type","asso","date_mission","dispo"
"1615904636-3637","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=126&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement scolaire à  domicile - Arras","Lieu : ARRAS (62000)","Type :  Accompagnement scolaire","Association :  Entraide Scolaire Amicale - Section Hauts-de-France","Date : Tout le temps","Disponibilité demandée :  1 fois par semaine, 1 heure minimum"
"1615904334-2442","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=226&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Lectures individuelles à voix haute d'albums jeunesse","Lieu : VILLENEUVE LA GARENNE (92390)","Type :  Animation culturelle","Association :  Lectures Nomades","Date : Tout le temps","Disponibilité demandée :  quelques heures"
"1615904014-1123","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=336&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Conseil et accompagnement de personnes malades et/ou handicapées - Argenteuil","Lieu : ARGENTEUIL (95100)","Type :  Accueil, Information","Association :  FMH 95 - Fédération des Malades et Handicapés Val d'Oise","Date : Tout le temps","Disponibilité demandée :  - Quelques heures par semaine."
"1615904791-4237","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=76&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement scolaire collectif - Lycéens - Argenteuil","Lieu : ARGENTEUIL (95100)","Type :  Accompagnement scolaire","Association :  Le Valdocco Argenteuil","Date : Tout le temps","Disponibilité demandée :  - Une ou deux heures par semaine."
"1615904565-3317","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=153&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Randonnées pédestres pour des déficients visuels","Lieu : PARIS (75)","Type :  Animation sportive","Association :  Les Auxiliaires des Aveugles","Date : Tout le temps","Disponibilité demandée :  quelques heures par semaine"
"1615905088-5059","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=8&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Aide Logistique","Lieu : ECHIROLLES (38130)","Type :  BTP/Logistique/Sécurité/Transport","Association :  AFM-Téléthon -  Association Française contre les Myopathies - Service d'appui aux délégations","Date : du 01/04/2021 au 30/04/2021","Disponibilité demandée :  1 à 2 journées (ou demies-journées) à définir avec la responsable du service selon vos disponibilités"
"1615904334-2444","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=226&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Responsable Administratif (ve)","Lieu : AUBUSSON (23200)","Type :  Gestion administrative","Association :  Pet's Rescue France","Date : Tout le temps","Disponibilité demandée :  10 heures semaine"
"1615904589-3422","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=144&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Chargé.e de gestion administrative et financière","Lieu : BRIANCON (05100)","Type :  Gestion administrative","Association :  EKO!","Date : Tout le temps","Disponibilité demandée :  A déterminer"
"1615904154-1673","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=290&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Manutentionnaire","Lieu : LE HAVRE (76600)","Type :  Collecte (argent, aliments...)","Association :  Les Restaurants du Cœur - Seine Maritime Littoral","Date : Tout le temps","Disponibilité demandée :  En fonction de la disponibilité du ou des  bénévoles , ouverture de l’entrepôt tous les matins"
"1615904248-2093","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=255&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagner les micro-entrepreneurs sur le secteur d'Issoudun (36)","Lieu : ISSOUDUN (36100)","Type :  Gestion financière et comptable","Association :  Association pour le Droit à  l'Initiative Economique","Date : Tout le temps","Disponibilité demandée :  1/2 journée par semaine ou plus"
"1615904587-3413","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=145&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Chargé(e) de mécénat","Lieu : YVELINES (78)","Type :  Recherche de fonds, de partenaires","Association :  Fondation pour la Recherche Médicale","Date : Tout le temps","Disponibilité demandée :  Quelques heures par semaine"
"1615904604-3489","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=139&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Relations avec les points de collecte et les apporteurs de bouchons - Secteur d'Argenteuil","Lieu : VAL-D'OISE (95)","Type :  Collecte (argent, aliments...)","Association :  UBUE Argenteuil","Date : Tout le temps","Disponibilité demandée :  - Quelques heures par semaine."
"1615904740-3999","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=96&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Chargé.e / Responsable levée de fonds","Lieu : BRIANCON (05100)","Type :  Recherche de fonds, de partenaires","Association :  EKO!","Date : Tout le temps","Disponibilité demandée :  A déterminer"
"1615904408-2684","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=206&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Développement d'antenne","Lieu : METZ (57000)","Type :  Communication","Association :  Astrée","Date : Tout le temps","Disponibilité demandée :  2 à 3 h par semaine"
"1615904645-3695","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=122&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Media planer","Lieu : ST DENIS (93200)","Type :  Informatique. Web","Association :  The Gospel Nations Singers","Date : Tout le temps","Disponibilité demandée :  Selon les évènements, et la communication à réaliser au coup par coup"
"1615904854-4407","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=62&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Aide à des transferts de meubles - Val d'Oise","Lieu : VAL-D'OISE (95)","Type :  Travaux manuels","Association :  Société de Saint-Vincent-de-Paul - Conseil Départemental du Val d'Oise","Date : Tout le temps","Disponibilité demandée :  - Quelques heures ponctuellement."
"1615904777-4175","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=82&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animation atelier bois - Sarcelles","Lieu : SARCELLES (95200)","Type :  Animation culturelle","Association :  Centre Social Lochères","Date : Tout le temps","Disponibilité demandée :  - 1 demi-journée par semaine."
"1615904419-2742","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=201&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Gestionnaire de paie","Lieu : TOULOUSE 31400 (31400)","Type :  Gestion administrative","Association :   La Main à la Pâte","Date : du 04/01/2021 au 30/09/2021","Disponibilité demandée :  1 demi-journée par semaine (voir par mois)"
"1615903887-654","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=375&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Formateur/trice premiers secours","Lieu : MONTCEAU LES MINES (71300)","Type :  Secourisme. Santé. Soins","Association :  Croix-Rouge Française - Unité locale de Montceau Les Mines","Date : Tout le temps","Disponibilité demandée :  un jour par mois"
"1615904255-2133","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=252&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Alphabétisation pour adultes","Lieu : PUTEAUX (92800)","Type :  Alphabétisation. Français Langue Etrangère.","Association :  Association Main Tendue pour l'Intégration à Puteaux","Date : Tout le temps","Disponibilité demandée :  1H30  par semaine ou par quinzaine selon vos disponibilités."
"1615905102-5130","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=2&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Devenez Ambassadeur du changement : donnez envie d'agir pour l'écologie à Lyon et alentours","Lieu : RHONE (69)","Type :  Accueil, Information","Association :  Anciela","Date : Tout le temps","Disponibilité demandée :  Un 1er RDV, et ensuite c'est en fonction de vos envies."
"1615903879-624","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=378&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Equipe Subvention de la Délégation","Lieu : PERIGUEUX (24000)","Type :  Recherche de fonds, de partenaires","Association :  Secours catholique - Délégation PERIGORD AGENAIS","Date : Tout le temps","Disponibilité demandée :  1 jour par semaine fractionable"
"1615903914-728","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=369&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Devenez conférencier","Lieu : COMPIEGNE (60200)","Type :  Animation culturelle","Association :  Volontariat et Soutien par l'Art - Compiègne","Date : Tout le temps","Disponibilité demandée :  quelques heures"
"1615905016-4853","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=25&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Responsable administratif et financier (Département 12)","Lieu : AVEYRON (12)","Type :  Gestion financière et comptable","Association :  AFM - Coordination Téléthon - Aveyron","Date : Tout le temps","Disponibilité demandée :  Environ deux demi-journées par semaine"
"1615904638-3656","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=125&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement scolaire à domicile - Montreuil","Lieu : MONTREUIL (93100)","Type :  Accompagnement scolaire","Association :  Entraide Scolaire Amicale - Section de Seine-Saint-Denis","Date : Tout le temps","Disponibilité demandée :  1 fois par semaine, 1 heure minimum"
"1615904847-4374","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=65&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement des familles dans leur projet de vacances","Lieu : TOULOUSE (31000)","Type :  Accompagnement social. Maraude","Association :  Vacances et Familles - Antenne de Haute Garonne","Date : du 03/03/2021 au 30/06/2021","Disponibilité demandée :  1h/semaine"
"1615904641-3670","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=124&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Président(e) de Comité régional sur le secteur de Toulouse","Lieu : HAUTE-GARONNE (31)","Type :  Responsable associatif. Coordinateur d'équipe","Association :  Fondation pour la Recherche Médicale","Date : Tout le temps","Disponibilité demandée :  Mission régulière, une ou plusieurs demi-journées par semaine"
"1615904212-1926","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=269&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Aide animateur Jeunesse - Histoire - chevaux et poneys","Lieu : BEAUREPAIRE (38270)","Type :  Animation culturelle","Association :  History Horse","Date : Tout le temps","Disponibilité demandée :  1 après-midi par mois"
"1615904599-3458","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=141&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Recherche de financements et de partenariats pour une association internationale","Lieu : LYON 69003 (69003)","Type :  Gestion financière et comptable","Association :  Nationsorg","Date : Tout le temps","Disponibilité demandée :  2-6 heures par semaine"
"1615904151-1666","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=291&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Animateur de Bibliothèque de Rue","Lieu : STRASBOURG (67000)","Type :  Animation culturelle","Association :  ATD Quart Monde - Siège","Date : Tout le temps","Disponibilité demandée :  3 heures par semaine"
"1615904521-3106","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=171&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Collecte de consommables médicaux - Val d'Oise","Lieu : VAL-D'OISE (95)","Type :  Collecte (argent, aliments...)","Association :  Euro Maroc Amitié - SEMA","Date : Tout le temps","Disponibilité demandée :  365"
"1615904097-1474","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=307&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Statistiques","Lieu : SEINE-ET-MARNE (77)","Type :  Gestion administrative","Association :  Secours Catholique - Seine-et-Marne","Date : Tout le temps","Disponibilité demandée :  Une demi-journée à 1 journée par semaine"
"1615904085-1407","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=312&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Intégrez la délégation Action contre la Faim Puy-de-Dôme","Lieu : PUY-DE-DOME (63)","Type :  Opération de sensibilisation","Association :  Action contre la faim - Délégation du Puy-de-Dôme","Date : Tout le temps","Disponibilité demandée :  Selon vos disponibilités"
"1615904495-2968","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=182&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accueil, écoute et accompagnement","Lieu : VENEUX LES SABLONS (77250)","Type :  Accueil, Information","Association :  Secours Catholique - Seine-et-Marne","Date : Tout le temps","Disponibilité demandée :  Une demi-journée à une journée par semaine"
"1615904490-2952","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=184&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Comptable en pension de famille - QUARTIER ST JUST - 13013","Lieu : MARSEILLE 13013 (13013)","Type :  Gestion financière et comptable","Association :  Habitat et Humanisme - Provence","Date : Tout le temps","Disponibilité demandée :  1 jour par semaine"
"1615904983-4749","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=34&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Aide à l'accompagnement à la scolarité","Lieu : ISTRES (13800)","Type :  Accompagnement scolaire","Association :  Centre social la Farandole","Date : du 08/03/2021 au 02/07/2021","Disponibilité demandée :  2 heures par semaine"
"1615904621-3568","https://www.tousbenevoles.org/trouver-une-mission-benevole?page=132&id_public=&age_minimum=&is_groupe=&cps=&cp=&id_action_type=&q=&e_benevolat_1=1&e_benevolat_0=1","Accompagnement scolaire à domicile - Paris 15e","Lieu : PARIS 75015 (75015)","Type :  Accompagnement scolaire","Association :  Entraide Scolaire Amicale - Section de Paris","Date : Tout le temps","Disponibilité demandée :  1 fois par semaine, 1 heure minimum"
